concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,item_id,version
0.7,0.5,0.6,196,original
0.7,0.5,0.6,196,encoded
0.6,0.4,0.5,196,consolidated
0.3,0.2,0.4,196,imagined
0.8,0.6,0.7,197,original
0.8,0.6,0.7,197,encoded
0.6,0.5,0.5,197,consolidated
0.2,0.1,0.3,197,imagined
0.7,0.5,0.6,198,original
0.7,0.6,0.5,198,encoded
0.8,0.6,0.7,198,consolidated
0.7,0.5,0.6,198,imagined
0.8,0.6,0.7,199,original
0.8,0.6,0.7,199,encoded
0.8,0.6,0.7,199,consolidated
0.8,0.7,0.6,199,imagined
0.7,0.5,0.6,200,original
0.7,0.5,0.6,200,encoded
0.6,0.4,0.5,200,consolidated
0.3,0.2,0.4,200,imagined
0.6,0.4,0.5,201,original
0.7,0.6,0.5,201,encoded
0.6,0.5,0.4,201,consolidated
0.6,0.5,0.4,201,imagined
0.7,0.5,0.6,202,original
0.6,0.4,0.5,202,encoded
0.7,0.4,0.5,202,consolidated
0.6,0.4,0.5,202,imagined
0.6,0.4,0.5,203,original
0.7,0.5,0.6,203,encoded
0.5,0.3,0.4,203,consolidated
0.7,0.5,0.6,203,imagined
0.8,0.6,0.7,204,original
0.8,0.6,0.7,204,encoded
0.7,0.5,0.6,204,consolidated
0.6,0.5,0.4,204,imagined
0.7,0.5,0.6,205,original
0.6,0.4,0.5,205,encoded
0.7,0.5,0.6,205,consolidated
0.8,0.7,0.6,205,imagined
0.6,0.4,0.5,206,original
0.8,0.6,0.7,206,encoded
0.5,0.4,0.5,206,consolidated
0.2,0.1,0.3,206,imagined
0.6,0.5,0.4,207,original
0.8,0.6,0.7,207,encoded
0.7,0.5,0.6,207,consolidated
0.5,0.4,0.4,207,imagined
0.8,0.6,0.7,208,original
0.8,0.6,0.7,208,encoded
0.6,0.5,0.5,208,consolidated
0.3,0.2,0.4,208,imagined
0.8,0.7,0.9,209,original
0.7,0.5,0.6,209,encoded
0.9,0.7,0.8,209,consolidated
0.3,0.2,0.4,209,imagined
0.5,0.4,0.5,210,original
0.7,0.5,0.6,210,encoded
0.6,0.5,0.4,210,consolidated
0.6,0.5,0.4,210,imagined
0.9,0.7,0.8,211,original
0.8,0.6,0.7,211,encoded
0.8,0.5,0.7,211,consolidated
0.8,0.6,0.7,211,imagined
0.5,0.4,0.4,212,original
0.5,0.4,0.4,212,encoded
0.5,0.4,0.4,212,consolidated
0.4,0.3,0.4,212,imagined
0.6,0.4,0.5,213,original
0.6,0.4,0.5,213,encoded
0.6,0.4,0.5,213,consolidated
0.7,0.6,0.5,213,imagined
0.8,0.6,0.7,214,original
0.7,0.5,0.6,214,encoded
0.7,0.5,0.6,214,consolidated
0.4,0.3,0.5,214,imagined
0.7,0.5,0.6,215,original
0.8,0.6,0.7,215,encoded
0.7,0.5,0.6,215,consolidated
0.5,0.4,0.4,215,imagined
0.6,0.4,0.5,216,original
0.6,0.4,0.5,216,encoded
0.6,0.4,0.5,216,consolidated
0.7,0.6,0.5,216,imagined
0.6,0.4,0.5,217,original
0.4,0.3,0.5,217,encoded
0.4,0.3,0.5,217,consolidated
0.3,0.2,0.4,217,imagined
0.8,0.6,0.7,218,original
0.8,0.5,0.7,218,encoded
0.8,0.5,0.7,218,consolidated
0.8,0.7,0.6,218,imagined
0.7,0.5,0.6,219,original
0.6,0.4,0.5,219,encoded
0.7,0.5,0.6,219,consolidated
0.4,0.3,0.5,219,imagined
0.7,0.5,0.6,220,original
0.7,0.6,0.5,220,encoded
0.7,0.5,0.6,220,consolidated
0.6,0.5,0.4,220,imagined
0.9,0.7,0.8,221,original
0.7,0.5,0.6,221,encoded
0.8,0.6,0.7,221,consolidated
0.4,0.3,0.5,221,imagined
0.6,0.4,0.5,222,original
0.7,0.5,0.6,222,encoded
0.6,0.4,0.5,222,consolidated
0.8,0.7,0.6,222,imagined
0.7,0.5,0.6,223,original
0.6,0.4,0.5,223,encoded
0.6,0.4,0.5,223,consolidated
0.8,0.7,0.6,223,imagined
0.8,0.6,0.7,224,original
0.8,0.6,0.7,224,encoded
0.7,0.5,0.6,224,consolidated
0.5,0.3,0.4,224,imagined
0.8,0.5,0.6,225,original
0.8,0.4,0.5,225,encoded
0.7,0.4,0.5,225,consolidated
0.6,0.4,0.5,225,imagined
0.8,0.7,0.8,226,original
0.8,0.7,0.6,226,encoded
0.8,0.6,0.7,226,consolidated
0.8,0.7,0.6,226,imagined
0.7,0.5,0.6,227,original
0.7,0.5,0.6,227,encoded
0.7,0.5,0.6,227,consolidated
0.8,0.6,0.7,227,imagined
0.6,0.4,0.5,228,original
0.5,0.4,0.5,228,encoded
0.6,0.4,0.5,228,consolidated
0.2,0.1,0.3,228,imagined
0.6,0.4,0.5,229,original
0.6,0.4,0.5,229,encoded
0.7,0.4,0.5,229,consolidated
0.6,0.4,0.5,229,imagined
0.8,0.6,0.7,230,original
0.8,0.5,0.6,230,encoded
0.7,0.5,0.6,230,consolidated
0.3,0.2,0.4,230,imagined
0.5,0.4,0.5,231,original
0.5,0.3,0.4,231,encoded
0.6,0.4,0.5,231,consolidated
0.2,0.1,0.3,231,imagined
0.7,0.5,0.6,232,original
0.7,0.4,0.5,232,encoded
0.6,0.4,0.5,232,consolidated
0.8,0.6,0.7,232,imagined
0.7,0.5,0.6,233,original
0.8,0.6,0.7,233,encoded
0.8,0.6,0.7,233,consolidated
0.8,0.6,0.7,233,imagined
0.8,0.6,0.7,234,original
0.8,0.5,0.6,234,encoded
0.8,0.5,0.6,234,consolidated
0.7,0.5,0.6,234,imagined
0.5,0.4,0.5,235,original
0.9,0.7,0.8,235,encoded
0.8,0.6,0.7,235,consolidated
0.6,0.5,0.4,235,imagined
0.8,0.6,0.7,236,original
0.7,0.5,0.6,236,encoded
0.8,0.7,0.6,236,consolidated
0.8,0.7,0.6,236,imagined
0.7,0.5,0.6,237,original
0.6,0.4,0.5,237,encoded
0.6,0.4,0.5,237,consolidated
0.7,0.6,0.5,237,imagined
0.6,0.4,0.5,238,original
0.6,0.5,0.5,238,encoded
0.7,0.5,0.6,238,consolidated
0.4,0.3,0.5,238,imagined
0.7,0.6,0.5,239,original
0.7,0.5,0.6,239,encoded
0.8,0.6,0.7,239,consolidated
0.3,0.2,0.2,239,imagined
0.6,0.4,0.5,240,original
0.6,0.4,0.5,240,encoded
0.7,0.4,0.5,240,consolidated
0.2,0.1,0.3,240,imagined
0.6,0.5,0.4,241,original
0.6,0.4,0.5,241,encoded
0.4,0.3,0.5,241,consolidated
0.3,0.2,0.4,241,imagined
0.6,0.4,0.5,242,original
0.6,0.5,0.4,242,encoded
0.6,0.5,0.4,242,consolidated
0.6,0.5,0.4,242,imagined
0.8,0.6,0.7,243,original
0.8,0.5,0.6,243,encoded
0.7,0.6,0.5,243,consolidated
0.8,0.7,0.6,243,imagined
0.7,0.4,0.6,244,original
0.7,0.5,0.6,244,encoded
0.6,0.4,0.5,244,consolidated
0.8,0.7,0.6,244,imagined
0.8,0.7,0.6,245,original
0.8,0.6,0.7,245,encoded
0.8,0.6,0.7,245,consolidated
0.8,0.7,0.6,245,imagined
0.8,0.5,0.7,246,original
0.8,0.6,0.7,246,encoded
0.8,0.6,0.7,246,consolidated
0.9,0.8,0.7,246,imagined
0.7,0.5,0.6,247,original
0.4,0.3,0.4,247,encoded
0.4,0.3,0.5,247,consolidated
0.6,0.5,0.5,247,imagined
0.8,0.6,0.7,248,original
0.8,0.5,0.7,248,encoded
0.7,0.5,0.6,248,consolidated
0.8,0.7,0.6,248,imagined
0.7,0.4,0.6,249,original
0.6,0.4,0.5,249,encoded
0.6,0.4,0.5,249,consolidated
0.5,0.3,0.4,249,imagined
0.6,0.4,0.5,250,original
0.4,0.3,0.5,250,encoded
0.4,0.3,0.5,250,consolidated
0.4,0.3,0.5,250,imagined
0.6,0.4,0.5,251,original
0.7,0.5,0.6,251,encoded
0.5,0.3,0.4,251,consolidated
0.2,0.3,0.4,251,imagined
0.8,0.5,0.6,252,original
0.7,0.5,0.6,252,encoded
0.7,0.5,0.6,252,consolidated
0.7,0.5,0.6,252,imagined
0.6,0.4,0.5,253,original
0.5,0.3,0.4,253,encoded
0.8,0.4,0.6,253,consolidated
0.9,0.8,0.7,253,imagined
0.7,0.5,0.6,254,original
0.5,0.3,0.4,254,encoded
0.5,0.3,0.4,254,consolidated
0.4,0.3,0.5,254,imagined
0.6,0.4,0.5,255,original
0.7,0.5,0.6,255,encoded
0.8,0.5,0.7,255,consolidated
0.2,0.1,0.3,255,imagined
0.8,0.6,0.7,256,original
0.7,0.6,0.5,256,encoded
0.6,0.5,0.5,256,consolidated
0.2,0.1,0.3,256,imagined
0.9,0.8,0.7,257,original
0.8,0.7,0.6,257,encoded
0.9,0.8,0.7,257,consolidated
0.8,0.7,0.6,257,imagined
0.7,0.5,0.6,258,original
0.9,0.8,0.9,258,encoded
0.7,0.6,0.5,258,consolidated
0.7,0.6,0.5,258,imagined
0.5,0.4,0.5,259,original
0.4,0.3,0.4,259,encoded
0.5,0.4,0.5,259,consolidated
0.6,0.5,0.4,259,imagined
0.4,0.3,0.4,260,original
0.4,0.3,0.4,260,encoded
0.3,0.2,0.2,260,consolidated
0.4,0.3,0.5,260,imagined
0.6,0.4,0.5,261,original
0.5,0.3,0.4,261,encoded
0.6,0.3,0.5,261,consolidated
0.2,0.1,0.3,261,imagined
0.7,0.4,0.6,262,original
0.7,0.5,0.6,262,encoded
0.7,0.4,0.5,262,consolidated
0.8,0.7,0.6,262,imagined
0.8,0.6,0.7,263,original
0.7,0.5,0.6,263,encoded
0.7,0.6,0.5,263,consolidated
0.7,0.6,0.5,263,imagined
0.8,0.7,0.9,264,original
0.8,0.7,0.6,264,encoded
0.8,0.7,0.6,264,consolidated
0.3,0.2,0.4,264,imagined
0.4,0.3,0.5,265,original
0.6,0.4,0.5,265,encoded
0.6,0.3,0.5,265,consolidated
0.5,0.4,0.5,265,imagined
0.7,0.5,0.6,266,original
0.7,0.4,0.6,266,encoded
0.6,0.4,0.5,266,consolidated
0.7,0.6,0.5,266,imagined
0.6,0.4,0.5,267,original
0.8,0.6,0.7,267,encoded
0.8,0.6,0.7,267,consolidated
0.7,0.6,0.5,267,imagined
0.7,0.5,0.6,268,original
0.8,0.6,0.7,268,encoded
0.5,0.4,0.5,268,consolidated
0.4,0.3,0.5,268,imagined
0.6,0.4,0.5,269,original
0.7,0.5,0.6,269,encoded
0.7,0.5,0.6,269,consolidated
0.5,0.4,0.5,269,imagined
0.8,0.6,0.7,270,original
0.8,0.6,0.7,270,encoded
0.8,0.6,0.7,270,consolidated
0.7,0.6,0.5,270,imagined
0.6,0.4,0.5,271,original
0.6,0.4,0.5,271,encoded
0.6,0.4,0.5,271,consolidated
0.7,0.6,0.7,271,imagined
0.7,0.5,0.6,272,original
0.8,0.6,0.7,272,encoded
0.8,0.6,0.7,272,consolidated
0.8,0.7,0.6,272,imagined
0.7,0.5,0.6,273,original
0.7,0.5,0.6,273,encoded
0.7,0.5,0.6,273,consolidated
0.3,0.2,0.4,273,imagined
0.8,0.6,0.7,274,original
0.8,0.7,0.6,274,encoded
0.8,0.7,0.6,274,consolidated
0.6,0.5,0.4,274,imagined
0.4,0.3,0.4,275,original
0.5,0.4,0.3,275,encoded
0.5,0.4,0.3,275,consolidated
0.2,0.1,0.3,275,imagined
0.8,0.6,0.7,276,original
0.7,0.5,0.6,276,encoded
0.8,0.6,0.7,276,consolidated
0.8,0.6,0.7,276,imagined
0.7,0.5,0.6,277,original
0.4,0.3,0.4,277,encoded
0.7,0.5,0.6,277,consolidated
0.2,0.1,0.3,277,imagined
0.6,0.4,0.5,278,original
0.5,0.4,0.5,278,encoded
0.5,0.3,0.4,278,consolidated
0.5,0.4,0.4,278,imagined
0.7,0.5,0.6,279,original
0.6,0.4,0.5,279,encoded
0.7,0.5,0.6,279,consolidated
0.8,0.7,0.6,279,imagined
0.7,0.5,0.6,280,original
0.8,0.5,0.7,280,encoded
0.5,0.4,0.4,280,consolidated
0.6,0.5,0.5,280,imagined
0.5,0.4,0.5,281,original
0.6,0.4,0.5,281,encoded
0.6,0.4,0.5,281,consolidated
0.4,0.3,0.5,281,imagined
0.7,0.6,0.5,282,original
0.6,0.5,0.5,282,encoded
0.7,0.6,0.5,282,consolidated
0.7,0.6,0.5,282,imagined
0.8,0.6,0.7,283,original
0.8,0.6,0.7,283,encoded
0.6,0.5,0.4,283,consolidated
0.3,0.2,0.4,283,imagined
0.8,0.6,0.7,284,original
0.6,0.4,0.5,284,encoded
0.4,0.3,0.4,284,consolidated
0.6,0.4,0.5,284,imagined
0.6,0.4,0.5,285,original
0.5,0.3,0.4,285,encoded
0.6,0.4,0.5,285,consolidated
0.4,0.3,0.5,285,imagined
0.8,0.7,0.6,286,original
0.8,0.6,0.7,286,encoded
0.7,0.5,0.6,286,consolidated
0.7,0.6,0.5,286,imagined
0.8,0.6,0.7,287,original
0.5,0.3,0.4,287,encoded
0.6,0.4,0.5,287,consolidated
0.6,0.5,0.5,287,imagined
0.7,0.5,0.6,288,original
0.8,0.5,0.6,288,encoded
0.8,0.6,0.7,288,consolidated
0.7,0.6,0.5,288,imagined
0.6,0.3,0.5,289,original
0.8,0.5,0.6,289,encoded
0.5,0.3,0.4,289,consolidated
0.2,0.1,0.3,289,imagined
0.8,0.7,0.8,290,original
0.8,0.6,0.7,290,encoded
0.7,0.5,0.6,290,consolidated
0.7,0.5,0.6,290,imagined
0.8,0.6,0.7,291,original
0.8,0.6,0.7,291,encoded
0.8,0.6,0.7,291,consolidated
0.6,0.5,0.4,291,imagined
0.8,0.6,0.7,292,original
0.6,0.4,0.5,292,encoded
0.6,0.4,0.5,292,consolidated
0.3,0.4,0.2,292,imagined
0.6,0.4,0.5,293,original
0.6,0.4,0.5,293,encoded
0.4,0.3,0.5,293,consolidated
0.3,0.2,0.4,293,imagined
0.8,0.6,0.7,294,original
0.7,0.5,0.6,294,encoded
0.8,0.6,0.7,294,consolidated
0.5,0.4,0.5,294,imagined
0.6,0.4,0.5,295,original
0.8,0.6,0.7,295,encoded
0.7,0.5,0.6,295,consolidated
0.7,0.5,0.6,295,imagined
0.7,0.5,0.6,296,original
0.7,0.5,0.6,296,encoded
0.7,0.6,0.5,296,consolidated
0.8,0.7,0.6,296,imagined
0.6,0.4,0.5,297,original
0.7,0.5,0.6,297,encoded
0.8,0.6,0.7,297,consolidated
0.2,0.1,0.3,297,imagined
0.7,0.4,0.5,298,original
0.7,0.4,0.6,298,encoded
0.7,0.5,0.6,298,consolidated
0.3,0.2,0.4,298,imagined
0.8,0.6,0.7,299,original
0.7,0.5,0.6,299,encoded
0.6,0.5,0.5,299,consolidated
0.3,0.2,0.4,299,imagined
0.6,0.5,0.5,300,original
0.6,0.5,0.5,300,encoded
0.6,0.5,0.5,300,consolidated
0.5,0.4,0.4,300,imagined
0.6,0.4,0.5,301,original
0.6,0.4,0.5,301,encoded
0.6,0.4,0.5,301,consolidated
0.8,0.6,0.7,301,imagined
0.7,0.5,0.6,302,original
0.4,0.3,0.4,302,encoded
0.4,0.3,0.3,302,consolidated
0.8,0.7,0.6,302,imagined
0.8,0.6,0.7,303,original
0.7,0.5,0.6,303,encoded
0.4,0.2,0.3,303,consolidated
0.8,0.7,0.6,303,imagined
0.7,0.5,0.6,304,original
0.8,0.7,0.6,304,encoded
0.7,0.6,0.5,304,consolidated
0.4,0.3,0.5,304,imagined
0.6,0.4,0.5,305,original
0.7,0.5,0.6,305,encoded
0.6,0.4,0.5,305,consolidated
0.2,0.1,0.3,305,imagined
0.6,0.4,0.5,306,original
0.4,0.2,0.3,306,encoded
0.6,0.4,0.5,306,consolidated
0.4,0.3,0.4,306,imagined
0.8,0.7,0.6,307,original
0.8,0.7,0.6,307,encoded
0.9,0.8,0.7,307,consolidated
0.8,0.7,0.6,307,imagined
0.7,0.4,0.5,308,original
0.5,0.3,0.4,308,encoded
0.6,0.4,0.5,308,consolidated
0.4,0.3,0.5,308,imagined
0.7,0.6,0.5,309,original
0.4,0.3,0.5,309,encoded
0.3,0.2,0.4,309,consolidated
0.7,0.5,0.6,309,imagined
0.7,0.5,0.6,310,original
0.5,0.3,0.4,310,encoded
0.7,0.3,0.5,310,consolidated
0.4,0.5,0.3,310,imagined
0.8,0.6,0.7,311,original
0.8,0.5,0.6,311,encoded
0.6,0.4,0.5,311,consolidated
0.2,0.3,0.4,311,imagined
0.7,0.5,0.6,312,original
0.8,0.6,0.7,312,encoded
0.8,0.6,0.7,312,consolidated
0.5,0.4,0.5,312,imagined
0.4,0.3,0.4,313,original
0.6,0.4,0.5,313,encoded
0.7,0.4,0.6,313,consolidated
0.6,0.4,0.5,313,imagined
0.5,0.3,0.4,314,original
0.7,0.4,0.5,314,encoded
0.6,0.4,0.5,314,consolidated
0.8,0.5,0.6,314,imagined
0.7,0.5,0.6,315,original
0.7,0.5,0.6,315,encoded
0.7,0.5,0.6,315,consolidated
0.8,0.7,0.6,315,imagined
0.7,0.6,0.5,316,original
0.7,0.5,0.6,316,encoded
0.7,0.5,0.6,316,consolidated
0.7,0.6,0.5,316,imagined
0.8,0.5,0.6,317,original
0.8,0.6,0.7,317,encoded
0.8,0.6,0.7,317,consolidated
0.8,0.7,0.6,317,imagined
0.7,0.6,0.5,318,original
0.8,0.7,0.6,318,encoded
0.6,0.4,0.5,318,consolidated
0.6,0.5,0.5,318,imagined
0.8,0.6,0.7,319,original
0.8,0.6,0.7,319,encoded
0.8,0.6,0.7,319,consolidated
0.8,0.7,0.6,319,imagined
0.3,0.2,0.4,320,original
0.3,0.2,0.4,320,encoded
0.3,0.2,0.4,320,consolidated
0.5,0.4,0.5,320,imagined
0.8,0.6,0.7,321,original
0.7,0.5,0.6,321,encoded
0.6,0.4,0.5,321,consolidated
0.6,0.5,0.5,321,imagined
0.4,0.3,0.5,322,original
0.4,0.3,0.4,322,encoded
0.4,0.3,0.5,322,consolidated
0.6,0.5,0.4,322,imagined
0.7,0.5,0.6,323,original
0.8,0.7,0.6,323,encoded
0.8,0.6,0.7,323,consolidated
0.8,0.7,0.6,323,imagined
0.6,0.4,0.5,324,original
0.7,0.6,0.5,324,encoded
0.6,0.4,0.5,324,consolidated
0.3,0.2,0.4,324,imagined
0.8,0.6,0.7,325,original
0.8,0.5,0.6,325,encoded
0.8,0.6,0.7,325,consolidated
0.3,0.2,0.4,325,imagined
0.8,0.6,0.7,326,original
0.7,0.5,0.6,326,encoded
0.7,0.5,0.6,326,consolidated
0.3,0.2,0.4,326,imagined
0.6,0.4,0.5,327,original
0.5,0.3,0.4,327,encoded
0.3,0.2,0.2,327,consolidated
0.4,0.3,0.5,327,imagined
0.8,0.6,0.7,328,original
0.8,0.7,0.6,328,encoded
0.8,0.7,0.6,328,consolidated
0.8,0.7,0.6,328,imagined
0.6,0.4,0.5,329,original
0.6,0.4,0.5,329,encoded
0.6,0.4,0.5,329,consolidated
0.4,0.3,0.5,329,imagined
0.7,0.5,0.6,330,original
0.6,0.4,0.5,330,encoded
0.8,0.6,0.7,330,consolidated
0.7,0.5,0.6,330,imagined
0.7,0.5,0.6,331,original
0.7,0.5,0.6,331,encoded
0.6,0.5,0.5,331,consolidated
0.4,0.3,0.5,331,imagined
0.7,0.5,0.6,332,original
0.6,0.4,0.5,332,encoded
0.6,0.4,0.5,332,consolidated
0.6,0.5,0.4,332,imagined
0.5,0.4,0.5,333,original
0.6,0.5,0.4,333,encoded
0.6,0.5,0.4,333,consolidated
0.6,0.5,0.5,333,imagined
0.7,0.6,0.5,334,original
0.7,0.6,0.5,334,encoded
0.6,0.5,0.4,334,consolidated
0.8,0.7,0.6,334,imagined
0.7,0.5,0.6,335,original
0.7,0.5,0.6,335,encoded
0.6,0.4,0.5,335,consolidated
0.7,0.5,0.6,335,imagined
0.8,0.6,0.7,336,original
0.8,0.6,0.7,336,encoded
0.8,0.6,0.7,336,consolidated
0.7,0.6,0.5,336,imagined
0.8,0.6,0.7,337,original
0.8,0.5,0.7,337,encoded
0.6,0.4,0.5,337,consolidated
0.6,0.5,0.4,337,imagined
0.8,0.6,0.7,338,original
0.7,0.5,0.6,338,encoded
0.7,0.5,0.6,338,consolidated
0.7,0.5,0.6,338,imagined
0.6,0.4,0.5,339,original
0.6,0.4,0.5,339,encoded
0.5,0.4,0.5,339,consolidated
0.7,0.6,0.5,339,imagined
0.7,0.6,0.7,340,original
0.7,0.5,0.6,340,encoded
0.6,0.4,0.5,340,consolidated
0.6,0.5,0.4,340,imagined
0.5,0.3,0.4,341,original
0.6,0.4,0.5,341,encoded
0.5,0.3,0.4,341,consolidated
0.4,0.3,0.5,341,imagined
0.7,0.5,0.6,342,original
0.6,0.4,0.5,342,encoded
0.5,0.4,0.4,342,consolidated
0.5,0.4,0.5,342,imagined
0.8,0.7,0.9,343,original
0.7,0.5,0.6,343,encoded
0.8,0.6,0.7,343,consolidated
0.2,0.1,0.3,343,imagined
0.6,0.4,0.5,344,original
0.6,0.4,0.5,344,encoded
0.7,0.3,0.5,344,consolidated
0.7,0.5,0.6,344,imagined
0.6,0.4,0.5,345,original
0.7,0.5,0.6,345,encoded
0.7,0.5,0.6,345,consolidated
0.4,0.3,0.5,345,imagined
0.6,0.4,0.5,346,original
0.7,0.5,0.6,346,encoded
0.6,0.4,0.5,346,consolidated
0.7,0.6,0.5,346,imagined
0.8,0.6,0.7,347,original
0.6,0.4,0.5,347,encoded
0.6,0.5,0.5,347,consolidated
0.7,0.6,0.5,347,imagined
0.5,0.4,0.4,348,original
0.6,0.5,0.4,348,encoded
0.5,0.4,0.5,348,consolidated
0.4,0.3,0.5,348,imagined
0.6,0.4,0.5,349,original
0.6,0.4,0.5,349,encoded
0.4,0.3,0.4,349,consolidated
0.3,0.2,0.4,349,imagined
0.7,0.5,0.6,350,original
0.7,0.5,0.6,350,encoded
0.8,0.5,0.6,350,consolidated
0.7,0.6,0.5,350,imagined
0.8,0.6,0.7,351,original
0.7,0.5,0.6,351,encoded
0.7,0.5,0.6,351,consolidated
0.8,0.6,0.7,351,imagined
0.7,0.5,0.6,352,original
0.8,0.6,0.7,352,encoded
0.6,0.4,0.5,352,consolidated
0.3,0.2,0.4,352,imagined
0.6,0.4,0.5,353,original
0.4,0.3,0.5,353,encoded
0.4,0.3,0.5,353,consolidated
0.5,0.4,0.5,353,imagined
0.7,0.5,0.6,354,original
0.7,0.6,0.5,354,encoded
0.7,0.5,0.6,354,consolidated
0.6,0.5,0.4,354,imagined
0.7,0.6,0.5,355,original
0.6,0.4,0.5,355,encoded
0.5,0.4,0.4,355,consolidated
0.6,0.5,0.4,355,imagined
0.7,0.5,0.6,356,original
0.8,0.7,0.6,356,encoded
0.8,0.7,0.6,356,consolidated
0.7,0.6,0.5,356,imagined
0.7,0.5,0.6,357,original
0.6,0.5,0.4,357,encoded
0.6,0.5,0.5,357,consolidated
0.6,0.5,0.4,357,imagined
0.8,0.6,0.7,358,original
0.8,0.7,0.8,358,encoded
0.9,0.8,0.9,358,consolidated
0.3,0.2,0.4,358,imagined
0.5,0.3,0.4,359,original
0.8,0.6,0.7,359,encoded
0.3,0.2,0.4,359,consolidated
0.2,0.1,0.3,359,imagined
0.5,0.4,0.5,360,original
0.6,0.4,0.5,360,encoded
0.5,0.4,0.4,360,consolidated
0.7,0.5,0.6,360,imagined
0.8,0.6,0.7,361,original
0.6,0.4,0.5,361,encoded
0.6,0.5,0.4,361,consolidated
0.9,0.8,0.7,361,imagined
0.9,0.8,0.8,362,original
0.8,0.6,0.7,362,encoded
0.8,0.6,0.7,362,consolidated
0.6,0.5,0.4,362,imagined
0.6,0.4,0.5,363,original
0.6,0.5,0.4,363,encoded
0.6,0.4,0.5,363,consolidated
0.7,0.6,0.5,363,imagined
0.9,0.7,0.8,364,original
0.8,0.6,0.7,364,encoded
0.8,0.6,0.7,364,consolidated
0.8,0.6,0.7,364,imagined
0.7,0.6,0.5,365,original
0.8,0.7,0.6,365,encoded
0.8,0.7,0.6,365,consolidated
0.5,0.4,0.5,365,imagined
0.6,0.4,0.5,366,original
0.6,0.5,0.5,366,encoded
0.7,0.5,0.6,366,consolidated
0.6,0.5,0.5,366,imagined
0.8,0.6,0.7,367,original
0.6,0.4,0.5,367,encoded
0.3,0.2,0.4,367,consolidated
0.2,0.1,0.3,367,imagined
0.6,0.4,0.5,368,original
0.7,0.5,0.6,368,encoded
0.6,0.4,0.5,368,consolidated
0.5,0.4,0.3,368,imagined
0.6,0.4,0.5,369,original
0.6,0.4,0.5,369,encoded
0.6,0.4,0.5,369,consolidated
0.7,0.6,0.5,369,imagined
0.4,0.3,0.5,370,original
0.7,0.5,0.6,370,encoded
0.4,0.3,0.5,370,consolidated
0.7,0.5,0.6,370,imagined
0.4,0.3,0.4,371,original
0.5,0.4,0.4,371,encoded
0.5,0.3,0.4,371,consolidated
0.2,0.1,0.3,371,imagined
0.8,0.6,0.7,372,original
0.8,0.6,0.7,372,encoded
0.8,0.6,0.7,372,consolidated
0.7,0.6,0.5,372,imagined
0.4,0.3,0.4,373,original
0.4,0.3,0.4,373,encoded
0.4,0.3,0.4,373,consolidated
0.7,0.5,0.6,373,imagined
0.4,0.3,0.5,374,original
0.4,0.3,0.4,374,encoded
0.4,0.3,0.4,374,consolidated
0.2,0.3,0.4,374,imagined
0.8,0.6,0.7,375,original
0.8,0.7,0.6,375,encoded
0.8,0.7,0.6,375,consolidated
0.8,0.7,0.6,375,imagined
0.7,0.5,0.6,376,original
0.7,0.5,0.6,376,encoded
0.8,0.6,0.7,376,consolidated
0.7,0.5,0.6,376,imagined
0.8,0.6,0.7,377,original
0.7,0.3,0.6,377,encoded
0.8,0.4,0.7,377,consolidated
0.3,0.2,0.4,377,imagined
0.6,0.4,0.5,378,original
0.7,0.5,0.6,378,encoded
0.7,0.5,0.6,378,consolidated
0.7,0.5,0.6,378,imagined
0.8,0.5,0.6,379,original
0.6,0.4,0.5,379,encoded
0.6,0.4,0.5,379,consolidated
0.8,0.6,0.7,379,imagined
0.6,0.4,0.5,380,original
0.7,0.5,0.6,380,encoded
0.6,0.4,0.5,380,consolidated
0.8,0.7,0.6,380,imagined
0.6,0.5,0.5,381,original
0.7,0.6,0.5,381,encoded
0.7,0.5,0.6,381,consolidated
0.4,0.3,0.5,381,imagined
0.7,0.6,0.7,382,original
0.7,0.5,0.6,382,encoded
0.7,0.6,0.5,382,consolidated
0.8,0.7,0.7,382,imagined
0.8,0.6,0.7,383,original
0.8,0.6,0.7,383,encoded
0.8,0.5,0.7,383,consolidated
0.3,0.2,0.4,383,imagined
0.8,0.6,0.7,384,original
0.7,0.5,0.6,384,encoded
0.7,0.5,0.6,384,consolidated
0.7,0.6,0.5,384,imagined
0.6,0.4,0.5,385,original
0.7,0.5,0.6,385,encoded
0.6,0.4,0.5,385,consolidated
0.8,0.7,0.6,385,imagined
0.7,0.4,0.6,386,original
0.8,0.4,0.7,386,encoded
0.7,0.5,0.6,386,consolidated
0.3,0.2,0.4,386,imagined
0.5,0.4,0.5,387,original
0.6,0.4,0.5,387,encoded
0.5,0.3,0.4,387,consolidated
0.7,0.5,0.6,387,imagined
0.8,0.6,0.7,388,original
0.8,0.5,0.7,388,encoded
0.8,0.6,0.7,388,consolidated
0.8,0.7,0.6,388,imagined
0.9,0.7,0.8,389,original
0.8,0.5,0.6,389,encoded
0.8,0.6,0.7,389,consolidated
0.3,0.2,0.4,389,imagined
0.8,0.7,0.6,390,original
0.7,0.6,0.5,390,encoded
0.7,0.6,0.5,390,consolidated
0.7,0.6,0.5,390,imagined
0.9,0.7,0.8,391,original
0.8,0.6,0.7,391,encoded
0.8,0.6,0.7,391,consolidated
0.2,0.1,0.3,391,imagined
0.7,0.5,0.6,392,original
0.8,0.5,0.7,392,encoded
