concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,recAgnPairId,memType
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.7,38F71OA9GUI3IQH2V0582VT7O4MMF9,retold
0.7,0.8,0.6,38F71OA9GUI3IQH2V0582VT7O4MMF9,recalled
0.9,0.8,0.7,,imagined
0.6,0.5,0.4,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,38JBBYETQPWV8MS0ULL6YJR7Z5RE4O,retold
0.8,0.9,0.8,38JBBYETQPWV8MS0ULL6YJR7Z5RE4O,recalled
0.4,0.5,0.3,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.4,,imagined
0.6,0.7,0.5,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,38SKSKU7R2J3MZ17WWAE5FRAB42IL5,retold
0.8,0.9,0.8,38SKSKU7R2J3MZ17WWAE5FRAB42IL5,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,38SKSKU7R2J3MZ17WWAE5FRAB4YLI4,retold
0.8,0.7,0.8,38SKSKU7R2J3MZ17WWAE5FRAB4YLI4,recalled
0.8,0.7,0.9,,imagined
0.9,0.9,0.9,38SKSKU7R2J3MZ17WWAE5FRAEMIILO,retold
0.9,0.8,0.9,38SKSKU7R2J3MZ17WWAE5FRAEMIILO,recalled
0.8,0.7,0.6,,imagined
0.9,0.9,0.8,,recalled
0.9,0.9,0.9,,imagined
0.7,0.6,0.5,38YMOXR4MVL349I5Y98RHNIL32A6WU,retold
0.8,0.7,0.6,38YMOXR4MVL349I5Y98RHNIL32A6WU,recalled
0.7,0.6,0.5,,imagined
0.6,0.7,0.5,38YMOXR4MVL349I5Y98RHNIL33P6WB,retold
0.7,0.8,0.7,38YMOXR4MVL349I5Y98RHNIL33P6WB,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.9,,recalled
0.8,0.9,0.8,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.7,,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.8,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,imagined
0.7,0.6,0.7,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,3907X2AHF1RP2Z23ZLITZGTDSEOP2A,retold
0.8,0.7,0.7,3907X2AHF1RP2Z23ZLITZGTDSEOP2A,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,39ASUFLU6YTM6OGAEWNBVUO5J73EXF,retold
0.8,0.7,0.6,39ASUFLU6YTM6OGAEWNBVUO5J73EXF,recalled
0.8,0.9,0.85,,imagined
0.8,0.7,0.7,,recalled
0.6,0.5,0.5,39DD6S19JQXBBJGPFEBWSF4G01LEZT,retold
0.6,0.7,0.5,39DD6S19JQXBBJGPFEBWSF4G01LEZT,recalled
0.6,0.5,0.4,,imagined
0.8,0.9,0.8,39DD6S19JQXBBJGPFEBWSF4GR6MZEG,retold
0.9,0.8,0.85,39DD6S19JQXBBJGPFEBWSF4GR6MZEG,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.4,39DD6S19JQXBBJGPFEBWSF4GY90ZE7,retold
0.8,0.7,0.6,39DD6S19JQXBBJGPFEBWSF4GY90ZE7,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.8,,imagined
0.4,0.5,0.3,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.7,39GAF6DQWSMVIYH32TRE0P8QLZD1VX,retold
0.9,0.8,0.85,39GAF6DQWSMVIYH32TRE0P8QLZD1VX,recalled
0.5,0.4,0.5,,imagined
0.7,0.8,0.6,39GAF6DQWSMVIYH32TRE0P8QLZE1VY,retold
0.6,0.7,0.5,39GAF6DQWSMVIYH32TRE0P8QLZE1VY,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39GAF6DQWSMVIYH32TRE0P8QMTWV1Z,retold
0.9,0.8,0.8,39GAF6DQWSMVIYH32TRE0P8QMTWV1Z,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,39GHHAVOMGD3J2ES8MWXVZ4ZUFLJ46,retold
0.8,0.7,0.6,39GHHAVOMGD3J2ES8MWXVZ4ZUFLJ46,recalled
0.7,0.6,0.7,,imagined
0.7,0.6,0.5,39GHHAVOMGD3J2ES8MWXVZ4ZUPTJ4Y,retold
0.8,0.7,0.6,39GHHAVOMGD3J2ES8MWXVZ4ZUPTJ4Y,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,,recalled
0.9,0.8,0.85,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.8,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.7,,recalled
0.7,0.5,0.6,,imagined
0.9,0.8,0.85,39GXDJN2OU0DTY1O1E0TFZVYRP28V3,retold
0.9,0.8,0.85,39GXDJN2OU0DTY1O1E0TFZVYRP28V3,recalled
0.8,0.7,0.6,,imagined
0.5,0.4,0.5,39GXDJN2OU0DTY1O1E0TFZVYRYWV82,retold
0.4,0.3,0.5,39GXDJN2OU0DTY1O1E0TFZVYRYWV82,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,39GXDJN2OU0DTY1O1E0TFZVYUJC8V4,retold
0.8,0.7,0.6,39GXDJN2OU0DTY1O1E0TFZVYUJC8V4,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,39GXDJN2OU0DTY1O1E0TFZVYZ5J8VO,retold
0.9,0.8,0.85,39GXDJN2OU0DTY1O1E0TFZVYZ5J8VO,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,39JEC7537VNF51R1IQGYHLRHPW3CVX,retold
0.8,0.9,0.7,39JEC7537VNF51R1IQGYHLRHPW3CVX,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,39JEC7537VNF51R1IQGYHLRHRD7VCK,retold
0.9,0.8,0.85,39JEC7537VNF51R1IQGYHLRHRD7VCK,recalled
0.8,0.7,0.6,39JEC7537VNF51R1IQGYHLRHRD8VCL,retold
0.8,0.9,0.8,39JEC7537VNF51R1IQGYHLRHRD8VCL,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,39JEC7537VNF51R1IQGYHLRHRDAVCN,retold
0.8,0.9,0.8,39JEC7537VNF51R1IQGYHLRHRDAVCN,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,39JEC7537VNF51R1IQGYHLRHSFIVC0,retold
0.8,0.7,0.6,39JEC7537VNF51R1IQGYHLRHSFIVC0,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.7,39K0FND3AI18MZ0UKKJGOUIG1JTMAG,retold
0.8,0.7,0.8,39K0FND3AI18MZ0UKKJGOUIG1JTMAG,recalled
0.5,0.4,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.95,0.9,,recalled
0.8,0.7,0.6,39K0FND3AI18MZ0UKKJGOUIGQ6HMA3,retold
0.8,0.7,0.7,39K0FND3AI18MZ0UKKJGOUIGQ6HMA3,recalled
0.9,0.8,0.8,,imagined
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.7,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,39KFRKBFIOHXIKJ9D6C9JKPSPXROYN,retold
0.8,0.7,0.6,39KFRKBFIOHXIKJ9D6C9JKPSPXROYN,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.7,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39KFRKBFIOHXIKJ9D6C9JKPSWRWOYN,retold
0.8,0.7,0.8,39KFRKBFIOHXIKJ9D6C9JKPSWRWOYN,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39KFRKBFIOHXIKJ9D6C9JKPSZA2YO8,retold
0.9,0.8,0.9,39KFRKBFIOHXIKJ9D6C9JKPSZA2YO8,recalled
0.8,0.7,0.8,,imagined
0.5,0.4,0.5,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,,recalled
0.7,0.5,0.6,,imagined
0.6,0.7,0.5,39L1G8WVWRDB6PFKIJL8HUG7UFJ13Z,retold
0.6,0.5,0.4,39L1G8WVWRDB6PFKIJL8HUG7UFJ13Z,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.9,,recalled
0.6,0.7,0.5,,imagined
0.9,0.8,0.85,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,39LNWE0K4VI65PO15A2FW2NTGNSIU8,retold
0.8,0.9,0.8,39LNWE0K4VI65PO15A2FW2NTGNSIU8,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,39LNWE0K4VI65PO15A2FW2NTOUFIUH,retold
0.8,0.7,0.6,39LNWE0K4VI65PO15A2FW2NTOUFIUH,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39LNWE0K4VI65PO15A2FW2NTPOXUI0,retold
0.9,0.8,0.85,39LNWE0K4VI65PO15A2FW2NTPOXUI0,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.4,,imagined
0.6,0.7,0.5,39LOEL67OTRTHPZ5H4UNW43F8MJ38H,retold
0.7,0.6,0.5,39LOEL67OTRTHPZ5H4UNW43F8MJ38H,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39LOEL67OTRTHPZ5H4UNW43F9F938U,retold
0.8,0.9,0.8,39LOEL67OTRTHPZ5H4UNW43F9F938U,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,39N5ACM9HF902JN2KUX8931R06DP9R,retold
0.8,0.7,0.6,39N5ACM9HF902JN2KUX8931R06DP9R,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.4,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.7,39N5ACM9HF902JN2KUX8931RR7V9PM,retold
0.7,0.8,0.7,39N5ACM9HF902JN2KUX8931RR7V9PM,recalled
0.5,0.4,0.5,,imagined
0.7,0.6,0.5,39N5ACM9HF902JN2KUX8931RS1F9PV,retold
0.7,0.6,0.5,39N5ACM9HF902JN2KUX8931RS1F9PV,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,39N5ACM9HF902JN2KUX8931RS1T9P9,retold
0.8,0.7,0.7,39N5ACM9HF902JN2KUX8931RS1T9P9,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,39N5ACM9HF902JN2KUX8931RXPC9P9,retold
0.8,0.7,0.6,39N5ACM9HF902JN2KUX8931RXPC9P9,recalled
0.4,0.5,0.6,,imagined
0.7,0.8,0.6,39N5ACM9HF902JN2KUX8931RYKR9PF,retold
0.8,0.7,0.6,39N5ACM9HF902JN2KUX8931RYKR9PF,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,39N5ACM9HF902JN2KUX8931RZ5L9PG,retold
0.9,0.8,0.85,39N5ACM9HF902JN2KUX8931RZ5L9PG,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,39O5D9O87UEVTSPIYGASYQZY0TJ3C0,retold
0.8,0.9,0.8,39O5D9O87UEVTSPIYGASYQZY0TJ3C0,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,39O5D9O87UEVTSPIYGASYQZY0UYC3Q,retold
0.7,0.6,0.5,39O5D9O87UEVTSPIYGASYQZY0UYC3Q,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,39O5D9O87UEVTSPIYGASYQZYTQQC33,retold
0.8,0.7,0.6,39O5D9O87UEVTSPIYGASYQZYTQQC33,recalled
0.6,0.5,0.4,,imagined
0.7,0.8,0.7,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,39OWYR0EPLD3C76GE3TJWQGE67YYF4,retold
0.8,0.7,0.8,39OWYR0EPLD3C76GE3TJWQGE67YYF4,recalled
0.8,0.7,0.6,39OWYR0EPLD3C76GE3TJWQGE79LYFW,retold
0.9,0.8,0.85,39OWYR0EPLD3C76GE3TJWQGE79LYFW,recalled
0.8,0.7,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,39PAAFCODNMWRITC4CBO6VRLECMVT7,retold
0.7,0.8,0.6,39PAAFCODNMWRITC4CBO6VRLECMVT7,recalled
0.9,0.8,0.7,,imagined
0.8,0.7,0.6,,recalled
0.6,0.7,0.5,,imagined
0.6,0.5,0.4,39RP059MEIFD595MQYJCJ52M8O2MBY,retold
0.5,0.6,0.5,39RP059MEIFD595MQYJCJ52M8O2MBY,recalled
0.8,0.9,0.7,,imagined
0.8,0.7,0.6,39RP059MEIFD595MQYJCJ52MHEZMBK,retold
0.8,0.9,0.85,39RP059MEIFD595MQYJCJ52MHEZMBK,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,39RP059MEIFD595MQYJCJ52MIZUBMB,retold
0.9,0.8,0.85,39RP059MEIFD595MQYJCJ52MIZUBMB,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,imagined
0.8,0.9,0.7,39RP059MEIFD595MQYJCJ52MIZUMBM,retold
0.8,0.9,0.7,39RP059MEIFD595MQYJCJ52MIZUMBM,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,39RP059MEIFD595MQYJCJ52MJ1HBM3,retold
0.7,0.6,0.5,39RP059MEIFD595MQYJCJ52MJ1HBM3,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.7,39RP059MEIFD595MQYJCJ52MJ2QMBP,retold
0.7,0.8,0.7,39RP059MEIFD595MQYJCJ52MJ2QMBP,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.8,,imagined
0.9,0.8,0.85,39U1BHVTDMDCF9RTK25IN0Z2OFCT32,retold
0.9,0.8,0.9,39U1BHVTDMDCF9RTK25IN0Z2OFCT32,recalled
0.5,0.4,0.5,,imagined
0.9,0.8,0.85,39U1BHVTDMDCF9RTK25IN0Z2OFD3TD,retold
0.8,0.9,0.85,39U1BHVTDMDCF9RTK25IN0Z2OFD3TD,recalled
0.9,0.8,0.7,,imagined
0.4,0.6,0.5,39U1BHVTDMDCF9RTK25IN0Z2OFDT33,retold
0.7,0.8,0.6,39U1BHVTDMDCF9RTK25IN0Z2OFDT33,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,39U1BHVTDMDCF9RTK25IN0Z2PHQT3L,retold
0.8,0.7,0.7,39U1BHVTDMDCF9RTK25IN0Z2PHQT3L,recalled
0.4,0.5,0.3,,imagined
0.7,0.8,0.6,,recalled
0.9,0.8,0.85,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.7,,imagined
0.8,0.7,0.7,39ZSFO5CA9I20087NSNF832TUF4JUZ,retold
0.8,0.7,0.6,39ZSFO5CA9I20087NSNF832TUF4JUZ,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,3A0EX8ZRN9ADZQU0917ND0PTIF3YBM,retold
0.8,0.7,0.8,3A0EX8ZRN9ADZQU0917ND0PTIF3YBM,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,3A0EX8ZRN9ADZQU0917ND0PTR9BYBR,retold
0.8,0.7,0.6,3A0EX8ZRN9ADZQU0917ND0PTR9BYBR,recalled
0.5,0.6,0.4,,imagined
0.6,0.5,0.4,3A1COHJ8NKH8BX64WPJP0Y4PJJM8HQ,retold
0.4,0.5,0.3,3A1COHJ8NKH8BX64WPJP0Y4PJJM8HQ,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,3A1COHJ8NKH8BX64WPJP0Y4PKD68HZ,retold
0.7,0.8,0.6,3A1COHJ8NKH8BX64WPJP0Y4PKD68HZ,recalled
0.6,0.7,0.5,,imagined
0.6,0.5,0.4,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,retold
0.8,0.7,0.6,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,3A1PQ49WVI3Q0XMJX4AALOHHG51H1V,retold
0.8,0.7,0.6,3A1PQ49WVI3Q0XMJX4AALOHHG51H1V,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.5,,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,3A4NIXBJ77LPIIRYHB86X8YRKIGMLL,retold
0.8,0.9,0.8,3A4NIXBJ77LPIIRYHB86X8YRKIGMLL,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,imagined
0.7,0.6,0.7,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,3A4NIXBJ77LPIIRYHB86X8YRS73MLU,retold
0.9,0.8,0.9,3A4NIXBJ77LPIIRYHB86X8YRS73MLU,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,3A4TN5196L4AN0WHD1ZU2K08IB4HCD,retold
0.8,0.7,0.6,3A4TN5196L4AN0WHD1ZU2K08IB4HCD,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.8,,imagined
0.7,0.6,0.5,3A4TN5196L4AN0WHD1ZU2K08JYYCHD,retold
0.9,0.8,0.9,3A4TN5196L4AN0WHD1ZU2K08JYYCHD,recalled
0.9,0.8,0.7,,imagined
0.9,0.8,0.85,3A4TN5196L4AN0WHD1ZU2K08K09HCY,retold
0.8,0.9,0.8,3A4TN5196L4AN0WHD1ZU2K08K09HCY,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3A4TN5196L4AN0WHD1ZU2K08K0IHC7,retold
0.9,0.8,0.9,3A4TN5196L4AN0WHD1ZU2K08K0IHC7,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.5,0.6,0.4,,imagined
0.8,0.7,0.8,,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,3A9AA95ATX8H1WLQH4KRXNWPCL95PF,retold
0.7,0.8,0.6,3A9AA95ATX8H1WLQH4KRXNWPCL95PF,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,3AAJC4I4FHEJMZ2HTFMNPVH84N3JZW,retold
0.8,0.7,0.6,3AAJC4I4FHEJMZ2HTFMNPVH84N3JZW,recalled
0.6,0.7,0.5,,imagined
0.9,0.8,0.9,,imagined
0.6,0.7,0.5,3AAJC4I4FHEJMZ2HTFMNPVH858LZJ1,retold
0.7,0.8,0.6,3AAJC4I4FHEJMZ2HTFMNPVH858LZJ1,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,3AAJC4I4FHEJMZ2HTFMNPVH858MJZM,retold
0.8,0.7,0.6,3AAJC4I4FHEJMZ2HTFMNPVH858MJZM,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,3AAJC4I4FHEJMZ2HTFMNPVH86BCZJZ,retold
0.9,0.8,0.9,3AAJC4I4FHEJMZ2HTFMNPVH86BCZJZ,recalled
0.9,0.8,0.9,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.5,3AAJC4I4FHEJMZ2HTFMNPVH8VXTJZX,retold
0.7,0.6,0.5,3AAJC4I4FHEJMZ2HTFMNPVH8VXTJZX,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.9,,imagined
0.9,0.9,0.9,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.6,0.5,0.4,,imagined
0.6,0.7,0.5,3AAPLD8UCD3R9HYSZNUKRU0CYA8HTI,retold
0.5,0.4,0.5,3AAPLD8UCD3R9HYSZNUKRU0CYA8HTI,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,retold
0.8,0.7,0.6,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,recalled
0.8,0.7,0.6,,imagined
0.9,0.9,0.8,,recalled
0.8,0.9,0.85,,imagined
0.8,0.7,0.6,3AMW0RGHOEOLRLRWL4GDR4WB5WVNPR,retold
0.7,0.6,0.5,3AMW0RGHOEOLRLRWL4GDR4WB5WVNPR,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,retold
0.9,0.8,0.7,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,recalled
0.4,0.5,0.3,,imagined
0.8,0.7,0.6,3AMYWKA6YC8VZ0937NHH0T5Z01G6OP,retold
0.8,0.9,0.8,3AMYWKA6YC8VZ0937NHH0T5Z01G6OP,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.6,0.4,0.5,,recalled
0.8,0.7,0.9,,imagined
0.7,0.6,0.5,3AQF3RZ55941TNWA8KYRDZWL6AOF6T,retold
0.5,0.4,0.5,3AQF3RZ55941TNWA8KYRDZWL6AOF6T,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR,retold
0.7,0.6,0.5,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3ATPCQ38J9W8GGP83N7RIP5N7AJYAP,retold
0.7,0.6,0.7,3ATPCQ38J9W8GGP83N7RIP5N7AJYAP,recalled
0.7,0.6,0.5,3ATTHHXXWBAYMTIWAFD2G9MXA59XIF,retold
0.8,0.9,0.85,3ATTHHXXWBAYMTIWAFD2G9MXA59XIF,recalled
0.8,0.9,0.8,3ATTHHXXWBAYMTIWAFD2G9MXJ6EIXG,retold
0.9,0.8,0.85,3ATTHHXXWBAYMTIWAFD2G9MXJ6EIXG,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,imagined
0.9,0.8,0.7,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,recalled
0.5,0.4,0.5,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,3AWETUDC93ENROIBBX1NDU28R6CIZD,retold
0.8,0.7,0.9,3AWETUDC93ENROIBBX1NDU28R6CIZD,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,3AWETUDC93ENROIBBX1NDU28STYIZA,retold
0.8,0.7,0.8,3AWETUDC93ENROIBBX1NDU28STYIZA,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3AWETUDC93ENROIBBX1NDU28TV7IZO,retold
0.8,0.7,0.6,3AWETUDC93ENROIBBX1NDU28TV7IZO,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3AZHRG4CU56BZ0U2M0H83PXXIAC300,retold
0.8,0.7,0.6,3AZHRG4CU56BZ0U2M0H83PXXIAC300,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,retold
0.8,0.9,0.8,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,recalled
0.4,0.5,0.4,,imagined
0.8,0.9,0.85,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,retold
0.8,0.7,0.6,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,retold
0.8,0.7,0.6,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,3B1NLC6UG0IFHTAAY03I1KNETJ0GPQ,retold
0.7,0.6,0.5,3B1NLC6UG0IFHTAAY03I1KNETJ0GPQ,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,retold
0.5,0.6,0.4,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,retold
0.7,0.8,0.6,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.5,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.7,3B2X28YI3X1BG6KU3ICVU950J5BB60,retold
0.8,0.7,0.8,3B2X28YI3X1BG6KU3ICVU950J5BB60,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,3B2X28YI3X1BG6KU3ICVU950JPX6BL,retold
0.6,0.7,0.5,3B2X28YI3X1BG6KU3ICVU950JPX6BL,recalled
0.8,0.7,0.7,,imagined
0.7,0.6,0.5,3B2X28YI3X1BG6KU3ICVU950K516BM,retold
