rank,storyid
2393,8429c14c-c323-4321-b4e2-040c801e9ee1
2394,8a3f00f1-1497-4247-aae9-1fd98897f0d7
2395,635cb426-35d3-4dc4-9715-470ad84046ef
2396,a28f4715-01ca-4439-ac55-7ad46b3a2628
2397,21aea1d1-6671-4ff9-ad96-a0dbdb43c8f3
2398,d734b01c-4fbf-4ecc-91ac-9e7887909b8e
2399,d23dcc09-4c64-495f-b23a-a984ccd26c4e
2400,a339a9fb-2154-472b-818c-4b6973c797b0
2401,ccff78d6-4c17-4baf-95a3-c9b2ea580bec
2402,0bd20dda-efb7-45e9-b2de-a39c2329b99f
2403,59576014-6afa-4bc6-bf43-6a5d6fd5cfa8
2404,fe0577b0-a75f-45aa-a3e5-47a374d78fa2
2405,552a1390-7362-445b-8d21-6d2b7604ba0e
2406,523ce128-7903-472e-9f09-d7281f28c7e7
2407,6660f290-9898-4420-831c-19122bbdac60
2408,66fe68e7-0e98-4401-8a9e-3f1ce5561171
2409,d2ac15e4-f47f-4520-8c41-b2979b13b8ef
2410,ad5d8a7b-71cc-4e81-8540-dbd4f3d4758f
2411,64b583fc-36e1-45f0-b1bf-6fa6641f7146
2412,25623f33-4085-479a-a8b5-5dd1d06af665
2413,938f71d2-954b-4069-b0cd-184df1719b6a
2414,9290fd30-2fb9-4ead-9fad-86ce91ec31c5
2415,dd4deadc-d395-4e29-b1e4-68c70d9feb23
2416,272ee1e0-4606-42df-bd65-788282bac4a7
2417,4ca531ab-dadd-4db3-b766-c1915625d8bf
2418,516326ac-9cf5-4463-b88f-98a24587a3bb
2419,04745351-96c1-4053-abc7-2e955671902c
2420,d410bac1-c748-46db-8a25-2f6d25fb9447
2421,326fa593-c620-4a89-9de6-f85f6e6ba48d
2422,be7d8daf-5c00-4465-95f6-94e378da1257
2423,fc5950e7-ed46-4b9a-bc4b-ca40e869948a
2424,7c13d826-d04f-47a6-8ae5-cf3c85ff56c4
2425,f63b07ca-94da-479d-b964-6e0006e1eaf4
2426,895c96cb-cee7-4cce-8027-e495a85abb96
2427,9ae4c35c-2f34-417d-a6e7-9c129a4c7fbb
2428,2cace22e-b055-4366-a74d-2590d46247e9
2429,940cff0c-fa39-4410-89d6-046c1b8f9d29
2430,9cdbeb1f-e658-4614-abb3-1ee0493a0b93
2431,6e410d27-fed1-45f9-9ba8-76c78c33b705
2432,9e1dcbe6-cdd9-4bcd-b1e8-918507dd3804
2433,6d509b53-cc4c-49ac-b9b9-1145b18cc2a8
2434,73d51b3a-6408-475a-adc5-bb3b8e1302fe
2435,aecf11be-2cbf-495e-8f72-93a63dd47f18
2436,f22183c1-f8ad-4855-92d3-7ca0379f168f
2437,2c8fd274-e8f4-41aa-9ab8-c1f0fef58c45
2438,a9e6087b-7563-4305-b7fa-452bd6394f58
2439,507e20d2-d692-4b27-9b68-51e0ce5f3d93
2440,9b7fea6c-3af3-48ea-8e0c-f72773a614aa
2441,334764b5-6455-4f52-92a0-c71489e5fc51
2442,ff050a8a-939f-4739-96a3-ecb7c97ffba7
2443,03011bd8-5860-4a4d-8879-44753e68f008
2444,4ae7ad83-8455-443c-8eda-530d41f2a9bc
2445,05fc0202-3172-4af8-979c-36dcd98db691
2446,fd7cc75d-887a-4d82-bde8-4b1df78914f5
2447,32684e39-4d45-48be-a2d1-4d953758fc86
2448,13829242-2d9a-46de-a9c7-7d85c8705295
2449,6abea8b1-0840-44d7-af84-22ed4af780ba
2450,90eb7316-81a6-4ad9-af5c-665af9fd572b
2451,5dc1a45c-aa89-47b7-a382-b82c00087788
2452,2b68e80a-23c2-490b-8061-418d57e69599
2453,0b210365-6d73-4114-9bc7-1f8e53c9c876
2454,b27eb4f6-ffcf-483d-91eb-645555c95cd2
2455,a9c789f9-ceed-40ac-81b8-1f60a48cc14e
2456,d5c430a0-d213-4316-a335-a9f2c0bd856e
2457,5d85d5fb-f029-488d-a386-7cd1854e5fd8
2458,63d78178-7e66-4d19-b0cb-581f7823f5f3
2459,a5f99337-563c-43cd-bff2-f5d48674293d
2460,5e6ae1a3-2caa-4976-a1ae-ae7a3852f83c
2461,c7952ecc-7839-430f-ad32-0e228086fa17
2462,e311794b-5cf3-4c80-ac73-49c468b1bafd
2463,7688f2ac-2cff-4709-9407-125820b3353d
2464,37f9dc92-610e-428b-8e83-e9f7db8ea662
2465,1309f7de-2e28-4f1c-af7b-6dc53c8acb1a
2466,701429e3-1e0a-4479-b406-e07e0578f855
2467,403dece7-f45a-4663-90c4-1656f9d0ba9b
2468,a6eaa2d9-a87e-47f8-b75b-c1b1dfc3cbbe
2469,c877a251-5155-4532-9b62-cbdbdfc46087
2470,eb23b5a8-bd23-4b9a-a470-6d7c18875752
2471,30e05269-7dde-4585-a277-a30e39472885
2472,aa09ad10-87d5-4b19-bb1a-d03fea7c0c76
2473,8dc7c8b4-9835-4821-a453-21f5640995d8
2474,f7a7b724-5079-48cc-a6f1-e86919af3b12
2475,b0b57a48-623a-4fe1-b894-74b23b4e78ba
2476,083266d2-e895-426e-99db-540ba8d0b195
2477,6a10f4af-4040-46d8-9f57-d3f3a44426af
2478,b7bf6690-bdf3-4ba8-bb87-59d3e0b15d86
2479,21cdcc0b-fcbe-4146-b4c9-34c95b289ff5
2480,af064453-a300-4ca8-b292-a444d1337630
2481,123752d8-2e2d-4c80-8b18-81a4c040b342
2482,921f19da-8d5c-4f0d-bd01-bdb69c3715bd
2483,434f001e-6e91-4f3f-8eb6-776989e203ab
2484,b24f04ff-58bf-4b24-a716-53b7ac8fd53a
2485,aad05b51-6f89-4fad-a2b3-d9fd443924d7
2486,e0ebbf69-87cd-4970-8e14-b774e72cf07e
2487,0be64160-7ab7-4992-a1c2-42c3bc10b7d0
2488,f3059171-ca11-42bf-ba5b-09ca672decc7
2489,832cd80e-eb93-4919-b669-dedd996edf1d
2490,ee6314d3-be03-445b-931e-114620b36181
2491,1fec1a30-14a9-4972-b1bc-2afa930884b9
2492,a0bdf2a2-3715-4eac-a902-7d713addde5d
2493,ecb59343-8100-44cd-b97b-e441694f7f63
2494,f47584c3-f23e-44ce-80e0-8a49d8c3d9d1
2495,7b98d196-2007-4e1d-8ebd-c38aa9a1f017
2496,c494732c-8654-4d56-8217-f5653de09dc6
2497,39da09ad-036b-44b2-9419-2fc593381b21
2498,0a0ae5dc-d368-43cf-9fa7-41fd80f93b9b
2499,09f641d0-1455-473f-88ab-92249ceb14ab
2500,d9ef26be-c117-473e-a85b-82f9c8a59c8b
2501,64889d41-1dd4-4ef7-96c6-f95bd907d7f7
2502,d1dab83b-6aea-47f1-ae7b-3ea7e0a72aea
2503,e8c51a0e-78a8-42a2-90c0-358581372176
2504,a953e8e6-3bc1-4cae-8705-6333097bcd82
2505,2a1f1620-d68c-4dcd-b8c6-6266d45ddcc2
2506,749d90f4-2cec-4740-8d23-66c3420a4815
2507,7abe32b3-47ef-401e-873b-51dd92a7a701
2508,581f7b47-5b9c-4c0e-86ef-353f32ea1b24
2509,060226d8-9ab3-49e7-92c9-17efc66e5351
2510,ed9b1895-9b06-42ac-9f98-f6d5263b1922
2511,3d286136-dd32-46cd-9dca-481c47c07e68
2512,e608cbe1-7414-4cee-a043-ecee7068fcc2
2513,6533881f-ba3d-4cb9-b29b-9961e8b9f20c
2514,9e3ba24b-26a0-42fa-a133-5e7c0b43b5e6
2515,7cf107fe-7512-4cac-98a8-480485c8aa46
2516,1bf86c52-e0b8-4e4a-a162-45320ee350f2
2517,f6584d9c-f0a6-42c1-b5df-773a84c528ec
2518,a0154865-0139-45c2-8571-084cebb902e4
2519,f7ddb1c8-eb72-46bd-9dca-5fabb190b3ca
2520,bc54e181-34c2-4e79-83a3-eab8b29a688f
2521,0800d652-704d-452a-b887-57a5da9755f8
2522,47377c5d-33db-4f7f-9a2b-cb956175c400
2523,6cdc722e-31c3-408a-8072-4c36cfd7c77a
2524,4159d43b-7826-4d9d-9f5c-e2c4125372d2
2525,466214d6-592c-4d85-93a4-18064e76317a
2526,8b1ca242-868b-44d8-8452-9a4698dd0a9d
2527,745e4bad-9be8-48d3-8751-b4ddba2acf54
2528,f66772a0-f768-404f-968a-3a1833d9d733
2529,f4abfd7c-4976-4467-af37-ad5d6da5d347
2530,2c51907d-d6e3-4de7-b419-e07b03bd2d86
2531,bcbb20a1-425f-41e7-9503-226aed1d1c9c
2532,8d9a8b88-75dc-489b-b998-67a04b198aa0
2533,ff93deba-875b-44bf-8799-7d9e3e6b422f
2534,35c3c491-5bb0-467c-adc7-e10fbbd7e43f
2535,4593bcff-6fc0-4906-bd44-b0902f41b5f2
2536,01974410-2479-47a1-8d1a-f5892606d55f
2537,14856afb-a171-4c69-bbfa-20cbe919ea1e
2538,721f6ae9-cce0-4498-9a97-dfddc3496b38
2539,fdffdda5-af5e-42e4-b1cc-245ab97fd08d
2540,d94e3fcd-94b6-4afb-b295-dc8389f7c771
2541,b68cbe45-0665-486d-a11b-8d254292b5f5
2542,f9186276-b02d-4b56-82bc-dfd0ec732c40
2543,74b71b64-f4f3-4fd3-af8e-859ff186ac8d
2544,fef71d7e-1ee1-496d-a1e5-23893ff5ba26
2545,3f3fff4d-1bc8-4e0b-a304-405281a940c6
2546,1d2689f8-83e3-418c-ac2b-0d8bfbba93d4
2547,b2f0d143-4900-4cae-9061-850315a06d2a
2548,74bb0156-3a1e-4627-97ce-6c944611ccac
2549,3d05f7db-56b3-458a-b0f1-0dd412f736fe
2550,05518d99-539b-45ba-80f2-eb059316f950
2551,441c748e-a487-4228-8f28-0c03c3705838
2552,06c9eb52-1b5d-4d6f-845b-240e941d0ad0
2553,abb13c86-c98a-4465-8661-154252be070c
2554,d03ddf85-7970-47e9-a269-c9880808727d
2555,d0c563bb-7841-4781-9cb5-53f695348ba2
2556,ca249d64-431a-4b4c-a289-f0f5e2fd4c00
2557,d35ac0a2-575e-4dc7-95dd-799380dfe53c
2558,28083e98-7097-4977-a9a9-291fb86ecf43
2559,68718887-b924-4e63-9ee7-3c2c388e0305
2560,aea49e09-eb1c-4c0d-a211-dd57f6c34d3e
2561,d896a79d-ed01-43ca-9bcb-5f7d69ac2d71
2562,cfff289e-2510-49e9-900a-110a74f9d607
2563,9411234a-49fa-4148-bbd5-628a88080d1c
2564,d94746c7-53e2-4f13-8f8b-e72f8dbb9cf6
2565,e2ab25ef-9aca-41fc-8d2a-d5af9ea25737
2566,60da97ff-467e-43a7-b9ca-7a7d24eba4f6
2567,ffcadad2-7919-4e5e-a152-3cf2e0f6501e
2568,e8819988-d2c3-4321-b9a3-41fb84b03547
2569,04cfc4b9-d759-4f65-b683-fe1519c65c52
2570,57152f1f-ff30-4cdb-a998-9c09804f1de6
2571,d86c31ee-3e0e-40d8-adc3-bf1ffe019bbc
2572,45678521-0b1e-4630-8602-185224fad4ec
2573,d78a6486-9f5c-4df6-b2e0-5b11f0678146
2574,4682be00-a139-437f-a1da-02fb9d7747d4
2575,ae87509a-5e26-46cf-9f9e-9698e27461b9
2576,9be63779-b5fe-4bae-b65b-2ebb7794b4e5
2577,2efb4025-c5a0-457a-a703-8439b0126053
2578,6f18c9dd-1d82-4c61-9867-896cda6ca63b
2579,6105068f-44ff-4de3-9cd2-daa51f4a0229
2580,382034f5-653f-404c-b8b7-99e91e091b2e
2581,50d2d43f-1f9f-4d6d-8178-3ed6e640e17f
2582,0ba580fc-8ddc-4198-bf01-c68e68d9fefd
2583,c8cbcbae-a172-499b-b42b-3e709c1b6377
2584,dd6abc39-f7ca-481b-9099-19c75abd3916
2585,7a1ecc24-d9c9-43cc-b83c-43cf24fab116
2586,f24545a3-198f-453a-bc43-d665b40cb396
2587,837db0ab-a7a7-4ac8-a51c-1467a4d79fe4
2588,d74dc435-3003-4b77-9a42-5eb803cbdf18
2589,068cd0c0-6c29-40c1-939e-b9b2e2364bb9
2590,c48b3003-6ec2-49bb-88af-70aac4186f39
2591,0a95172c-8b91-4f2d-82e7-78865eadbfc4
2592,d66a69ba-8931-446f-ac5e-9d9fc4b12748
2593,440c6e51-ca69-405f-a108-e877db9f55d7
2594,d546ad6e-4f8d-4a5e-b020-e86e43d5dd57
2595,ab864514-21fd-4561-85e3-10997f769222
2596,1ed8fb20-a194-419e-8893-55156b5e3b18
2597,30e53da7-164d-4d3a-ac25-9644a4a2faf8
2598,a3b1ea5f-9200-4872-95a3-0f8752d7265e
2599,6159c0c0-5adb-42bc-88d9-a5e19fea6213
2600,ea093ec7-3fa3-4edb-9732-7442755f1fd8
2601,968e646f-8dd9-4fd5-a92b-f9ca70a99402
2602,4da1b4fe-de49-418c-82e5-d230433ac5a8
2603,e6e1f2d6-c507-4d68-bb9b-a2869f12d04d
2604,70d2a934-17c4-465d-bb80-5fedeefa2058
2605,1c81c3eb-757a-4849-a933-42a7da3b93f3
2606,f0b172f0-75d4-47b1-a0b5-e70dacd2f93b
2607,026b9848-5a26-407d-958c-b0d597ef1152
2608,add59866-d82f-4d25-9d2b-c25f9543eebb
2609,48cad699-f7c6-485e-b61c-7a640a90ad31
2610,26c4f109-eed2-4cd8-8fd9-ea1571ad2fc6
2611,63d35270-5103-4663-8488-badc8512f1a5
2612,3dbe279a-4c2e-46ab-a1e8-f9d58ef33969
2613,3a1baa1d-74cd-4c21-853a-5a04d9f8843b
2614,92abb93d-c301-4d11-82b5-5ffbdf6c5320
2615,48286c4c-1ada-48db-a4f4-67286f59ad1f
2616,384d0df9-0a7a-425b-9aa7-1c439d8f79a2
2617,19195471-86ef-4910-ade3-0f6587186244
2618,352f7004-1aa1-4cf1-8da8-157966095f23
2619,46f0e73c-86d0-4527-8bb9-2f3736dfa4f5
2620,09d0698d-9f2e-4c53-afd7-9905e3d62f76
2621,7c28c7d8-e880-427f-b15c-46490ddac5eb
2622,495cc066-fd63-48c3-af82-aeb40267e194
2623,5a49eb64-7560-4d40-a9c6-9f5ea7dce513
2624,fd62b3bb-15f4-4697-b99d-d6df2ada04fa
2625,00747eb8-8602-4a34-ad0e-685d9d9011cf
2626,c2ab7d0e-a117-420a-888e-92dd2d994d63
2627,36435142-367b-40a4-a029-f972aa656666
2628,e9344f33-ea1d-4af6-87be-ac7b6a779efd
2629,ed5782b2-490f-47cd-b38b-1094fe4d37c9
2630,fe9e0cd6-0e76-42eb-af98-5206aa24600a
2631,bdc86c18-3bd7-43d8-b081-7bddb9362bca
2632,4a5be446-a86d-4bea-a5e3-946e88d8de9d
2633,60868cbd-04b8-45dd-b3e7-6ec0e890a6a9
2634,c89624da-0497-4368-902a-312cb9ce0968
2635,715bc623-edec-43d2-8152-4a814201e141
2636,da370a02-4a91-4436-9ff1-4fdac2308c42
2637,4948d4be-fe48-4054-bf19-d428da97936a
2638,0aec40d7-62b8-4d9c-8409-1944567d397f
2639,515e84e9-ab1a-4478-be57-e2872fc99a97
2640,c250865f-8a4e-44c2-b2fa-f1eb7ac5b454
2641,f62bf874-d623-4137-af31-7396d8688975
2642,41fadfe5-546e-4d2a-b0a0-f6d3b5fc4e9e
2643,892e7dfb-33bf-4d83-87ea-af4aadd1d1d6
2644,4a4f78d9-dffe-4c05-9593-5c9a8f542db4
2645,83b7d365-49ae-4160-9cd5-5429285bbee8
2646,48243077-3aba-48c5-8166-1d0fa8db4b0c
2647,9f4c1e62-0fbf-44d9-abac-adc0d9d352b6
2648,3dcaf176-bcbd-4804-9b7e-c268bc7986df
2649,76bbda69-8f90-4df1-884d-cb5aa6a709cb
2650,e8d46626-7da1-4b30-b091-95da27e40abc
2651,6da3980b-e23a-4c19-b40b-15a70618755f
2652,e4ac4f72-c191-4e99-96aa-276644748720
2653,b5815432-9f9d-4145-8781-6a7221f14db4
2654,f4e39000-24b0-4f41-9021-5ddad8d2d7da
2655,56ead9a9-e7d3-4c1c-aa61-e6431aa9a208
2656,a1dcaf3e-b338-4722-b45a-0a83f65537e3
2657,690694b6-bdab-481c-80cf-761167e0c33c
2658,c197b450-e97c-4b29-a9fb-a4d34c6db3ff
2659,bd39a475-4c7f-49dc-96bf-f8971f0fd62a
2660,1a4951a1-1eaf-4e1b-849b-c17505831123
2661,00d79e6d-8204-4272-a1b9-98f37439756a
2662,35b6560e-2f00-4fe7-96b5-3f8ff444388b
2663,3babb2ed-dcab-4f10-8967-def560a7a0f7
2664,f592faca-9fab-486e-92f9-f07b43b098ee
2665,408206e9-a1c9-4a02-ad75-77e3459253c0
2666,06300abb-ab3e-418e-8ea4-54d48c86afb7
2667,2829da66-aa5d-4465-acca-97c6669475b6
2668,5e307c54-0dc8-4c36-99a0-d1be10730e57
2669,062f0b9b-99b5-4d07-900b-4abb567dd0f2
2670,e8e7a691-2a58-4ff2-9856-858e6026a434
2671,5f1dcb30-e9bb-4af4-87c4-e10d1697abf5
2672,8b60c5c7-1466-4d63-a9bc-07aef2c5cd17
2673,705f3c5a-778f-432f-82d0-95615e4f38e4
2674,7550c33b-9714-4621-b3d5-745d62d7336b
2675,e576a739-ad60-4a72-b713-e40989760377
2676,df5c6a3a-f48f-4a81-927d-1e150bc67c67
2677,2aab11e6-7a92-4fb0-8c81-132e7e6a82ab
2678,8d9e4e06-1b3e-481b-934a-45535263a733
2679,488283c3-7415-4b4a-9c5c-2e820afe4a27
2680,6c51f4b3-fb5a-42e4-aa05-15f9a4e7fdb2
2681,09a19d83-04d3-4e20-9e67-bad60e4133ce
2682,2c609f5b-177e-4332-88a6-fdbcc50b6778
2683,f54c65f0-512a-4417-b9b5-29642a0a3220
2684,71cfdbf5-2a85-4b22-bb78-24daaf41704b
2685,6b8de8c2-0c5b-467a-a671-acd27e1a66c3
2686,04362308-7a42-4bc2-95fd-41bb643ecc0a
2687,15c7a625-1553-4087-97f7-3618c0ab0062
2688,418150e0-ad37-4a14-af7b-2e2c7762d1f6
2689,ca695f4b-8f39-442c-81e7-a329e597dc3a
2690,5022609e-599f-4bf5-9ca0-8a2e0062ed99
2691,5d705c30-105a-4afb-bd43-a3afec37ea14
2692,b5775dde-1bff-490d-be0e-b217f15cd4b4
2693,5cad00aa-714e-4581-96a6-9a21193f470a
2694,84408502-0ea5-4c4c-b32b-611722cc8f0d
2695,4a48179d-cd55-4564-addc-67f84c43a9d0
2696,d593f971-618e-47e7-8051-736ef7daf83b
2697,8de6be2b-0805-4eb9-9be9-78799f741fb5
2698,24b049f6-c2e3-4372-b143-abca392c9cf2
2699,bca7b673-9c8c-417f-9861-9c2b28a15b49
2700,5872474f-26cd-4631-a2ef-2afe35670e2c
2701,f265d38f-3aac-4e05-9057-94b4eb705c7e
2702,4dbc6f7e-e919-4f90-a02f-01f4328bbaeb
2703,0b6b8816-d9a4-41f0-9de5-75b6bccec0b0
2704,610fedb8-3340-4582-9539-9629c819097e
2705,91f3d487-0eb9-4826-9dd9-3b4bea705e90
2706,f422c97e-24ba-437e-8d4b-a79bb820b87b
2707,382ac500-e312-4adb-b09f-eea3407458d7
2708,651221c5-2764-45c7-b7e6-4c8504835079
2709,6539513f-b3b1-40ff-8403-c1a40278028f
2710,783ef4dd-3b01-4393-8ae8-65713ea521cb
2711,e377b9c4-0e3a-4826-8e6b-bb9265012851
2712,9f0b5b1c-c3a0-4b93-b58c-32750c6fd862
2713,0847cc1d-3ae8-48bb-bc47-d6406af8cbe2
2714,c01b557a-c491-48d3-9e55-c0eae3dcfee5
2715,31196eae-968e-4140-8fc7-6d8258ed5fb6
2716,4eb11baf-3110-406d-8d0b-045bc4e44ffb
2717,e0253316-54c2-4cef-b3f9-44d610eb2245
2718,4c45cdb0-d12e-483c-8ccb-9a2e44e7622a
2719,b3d9b751-96eb-4943-8723-702df2076d77
2720,a3a08e3e-1891-4f12-9085-048820e0cc71
2721,95605940-eac4-4cf0-b518-3e4e0d853e8e
2722,fae9ea0c-4e1e-4fac-a723-6b6a7b9ae0b2
2723,6affd59c-86d8-4b5f-a44f-90441c59740c
2724,b02a9c9d-3eb3-44fd-901b-74be2f1b46f1
2725,228e14e8-782d-40c5-969a-e5d1d56454fa
2726,1109a6e0-5541-4d4b-85c9-7d2ca40d19f7
2727,21548f58-e406-41b1-994e-98a92f44a186
2728,d348e3f7-ca44-42ed-badd-0a2705e239ff
2729,a0470dce-cea5-46ae-ae16-505fd147409f
2730,44fb1a8d-4803-4f85-a7f8-9cf1c4274b5a
2731,0440d713-98c7-494a-9021-98750467a5f9
2732,3f87e44a-93d0-4bce-8219-31403d38d72c
2733,1cd5beb7-ddf8-499f-92a0-cfa09bc1393e
2734,5d637adc-04d6-4f34-b9eb-4e6f7a650994
2735,87332c85-086d-44a4-9d99-2792bc365bb3
2736,c466ad8e-f67a-4b7d-98e8-38e614a02670
2737,23612fc6-3384-4d8d-a640-ca1cc38261f3
2738,57440170-dce7-4f89-b906-ac0f41c24b00
2739,1703761c-c870-43a4-92f4-b107016c3a1d
2740,2acea73d-0dee-48f0-8e4a-3dfbab0462b6
2741,f203994a-9b41-40cb-81b6-67a9737fc029
2742,0e46a9a4-0ee2-4853-a29c-c5c178b46466
2743,775cd06a-6ae1-4840-8f4c-b6d8acab24d3
2744,9825813e-bd44-4991-a76c-b3a2b0da3fd0
2745,3f60e7d6-66b0-4573-9698-2b8f7b6aaf64
2746,0b328770-7465-405d-b580-9e8e295980fd
2747,f9623247-2539-4e31-bb86-d5337408b3aa
2748,7c9b7a08-f349-40fc-b2d3-21a900ac90c3
2749,7ae8abc3-ef5d-4306-8592-64a3b2c929f2
2750,19019c38-26b0-4aef-9c54-5a0df74aeb3e
2751,49d306cc-ef9b-46ee-8945-fa0fd8f84706
2752,c70ed039-4b5d-408f-9566-cbf3ef5358b4
2753,1101e3da-c5c6-4542-b82b-b7be0755fe41
2754,1271cf0c-c678-475c-9f2d-f01f31c965a6
2755,339d6ca6-919e-4593-8303-5ec3ae81af52
2756,e951b2fd-642c-4a85-8dd2-1242727abdf8
2757,fd7b5eb7-e4f4-4108-b8d6-fc5c65c476ca
2758,172daf71-97fa-425c-8f86-d277adb3d756
2759,c527276e-7ee1-4fbd-b8b7-9f41c338f57a
2760,8af06163-5132-499e-b1d0-672762e9edcf
2761,8c47f64f-c106-48c2-ac57-1cd457988b05
2762,e7987d85-3971-453d-ba4d-313fbae75d01
2763,b874bdb0-6206-47f4-95df-c05add877b60
2764,c8789cff-f2ea-4657-9d40-a7a24e3022c3
2765,91105075-e7db-444d-83f8-bc1e2e74f651
2766,5693e8a9-f142-4282-b733-1f48b0b5e252
2767,843392b5-277e-4ba5-8339-897e00751523
2768,06e04475-0c37-4725-9e0e-72a72317f419
2769,6cf4b1b3-78cd-45ac-a1b1-6447bb230ecc
2770,dfbffadd-40bc-4163-8fe5-25899d23f409
2771,d0c93e57-14b8-435c-9255-c1becd91c884
2772,9667e1cc-9719-4fe8-b16f-84420d921ff3
2773,ebb38057-7398-477e-9fd3-a19e568e97b1
2774,f83bd70c-5c9c-4f90-a438-9430fe39c96c
2775,ef3870ad-b254-435b-8307-f8c5928a3629
2776,bbb8af0c-08dc-4907-b746-c6abcd7f7b40
2777,8fca5141-b098-4aa6-bc5e-5c1214d1d458
2778,a32f1da9-17c0-480c-8611-8ab52cda0b57
2779,bc3b9442-647e-47f2-a781-bc99c614ee9a
2780,406a2c48-ca93-44b3-a773-0905f81015d8
2781,7762e1d2-3535-4720-aa35-167896ae48ab
2782,15637ad5-86ef-4246-8e14-1e32c212e15f
2783,bd1acda7-ff20-4697-b69e-36fce8d716c8
2784,cbffdef1-2e0b-4fbe-ad19-d1d56fe43767
2785,a21792e7-ca41-48aa-9fec-d929819d7415
2786,a84dcb8e-ae1c-4994-9abd-0d47fa173c3b
2787,404fb846-eead-4c83-802b-a117e04411fe
2788,5f9f27d5-de20-42ea-8184-562861284314
2789,05a4a1aa-8ff1-4100-a271-8726c8d30c52
2790,e06a3126-14fc-4efa-9116-4fe034e179b2
2791,aa8308ef-f317-432a-9fa2-2d4aa823b2b2
2792,ace8e447-ce0f-4f6c-8f06-77c84dde52bb
2793,b541b48d-1626-4a1e-8efc-d16679af04ad
2794,6e63363e-13d2-49a6-9222-520c5a1f7f70
2795,8c56f7e2-2f55-4363-9a6f-fba17da5486a
2796,0e77f830-ec31-4b7c-9383-5be721303e5b
2797,1ad113ef-6602-407e-b2ec-477138866c5d
2798,109ba7ee-5ba5-4d35-b66d-062587045beb
2799,5cf1ca52-5074-44a6-8270-e35b20f2dcb1
2800,2ea51874-4230-4eae-9f0a-b5d192f542d2
2801,25405875-d136-403a-b3e2-f5ae83fb0a21
2802,4f1b8b3a-d32d-4944-8cce-539134fedda8
2803,ab047e47-8dec-47bd-af11-766c24b3bb85
2804,a828af97-4d9a-4a2c-844e-0f4464182fc5
2805,c180a10f-265a-4f60-ac5b-a1d29561e349
2806,62cd61f1-075e-41ea-a0e8-fb54b301dd02
2807,da31c6bf-da0b-4ab8-b3ae-78e301c5c955
2808,4a621e9e-2ffb-446b-99a9-9e30ee73ec34
2809,0fdd7f36-1b5a-4e3b-88fd-edf860033cb1
2810,7a13f9fc-e82c-461f-a82c-add50d45b4d9
2811,f4163468-987e-4f94-8290-c9973ef32851
2812,2c44fee5-5300-46e3-975f-97e58ccc8696
2813,1c3b720f-7a3e-4bd9-ab24-f481f41594a1
2814,0c4796a6-a41b-4965-a4ab-592f954d9904
2815,6d8ed2da-99db-4ec6-b84e-738964248b3c
2816,3c259f42-cb45-4875-9577-f09ce0a6a51b
2817,3ac01b2b-c777-4beb-b158-05bfda44d155
2818,1bf39ea1-af46-48f5-b9eb-2ec5cd95619c
2819,689ecf46-8a6b-4b60-9d40-9049856a6e48
2820,73cc9eeb-71b9-475c-85d5-524dda4854b0
2821,ba72731c-1429-42f7-8c24-c9857ea6fdd2
2822,4c1e0063-339d-40ed-be9c-f89f061b3bfd
2823,88e13fe4-c3dd-483c-89e8-6e4cc51e01b8
2824,4a98a0c4-165e-4318-8668-97534f74dca2
2825,26d205ad-2ec6-4589-93cd-ce0a13aa7e66
2826,f60813e4-7355-4e08-89ec-022b0bac9ffc
2827,fd22e617-2e03-4245-bd5d-4a38d6ecf9fd
2828,8543245e-c148-4303-9bdc-30afc05b779d
2829,b0535b4e-d516-4f05-9d26-8e96d17af9a9
2830,edcb0883-1ce7-41d0-96c7-adb9dabb74c1
2831,ecf438f9-90a9-4920-a350-2c275b7320bc
2832,6e0405c5-62b5-4748-a075-176f3110090d
2833,0f3f49dd-3a0d-433a-9f5f-0a58bbe4e242
2834,8d33166b-f4a5-488a-93c4-29800311dad5
2835,25fab61e-e195-4295-8de4-90c53c70da3a
2836,0c67407b-5f8d-4ec3-b5ef-790dcf8a58da
2837,678a3bec-98aa-4288-92a2-c38d55de00de
2838,163d614e-47aa-4756-8191-6fdfa0c2270c
2839,c6a05627-5468-493b-a6bf-5d9df991f2f4
2840,3a1f43b9-a4b6-4825-91f3-3522008e84e8
2841,0d6ea216-f846-4d56-ba9f-45df9e226a16
2842,ba664bbe-8533-4ee0-a4ca-67f4ffdf111d
2843,cd10eeff-cd7c-497d-a861-206a5902eb2b
2844,5f02793d-a3ab-48d0-b7ba-874976b74d2a
2845,5e5439d7-8bc5-41ec-93f3-c82afb3d1f0f
2846,98be1e25-7a3e-4c98-8afd-1ade634c2a60
2847,c0fe3306-b4a6-4add-92f7-032501b7bac7
2848,96488a01-500d-4072-8d58-d7a17623ba17
2849,bed742fd-3007-480f-a329-043e0a60f08a
2850,a7338ae6-048e-475a-b90a-353a3e8b735f
2851,0642dc4b-7292-4fa1-b5cc-52a13f8f7046
2852,902cc585-479f-4608-8eba-667afc9e0551
2853,75917515-936d-4c89-bae6-b4c2e9f5efa1
2854,9717aeb7-7137-419f-8233-0a1738478715
2855,5e2ccb74-2974-49b9-b266-797f50367e8c
2856,f4acafbc-95c2-4dd7-abf4-70b4ec5a45be
2857,2d544615-e3ae-4d9f-ae49-daa7996f9ce7
2858,56c6eb4b-1b00-4bcc-ac7e-32befb825912
